0	power	lat	lon	id	line_attachment	material	operator	source	design	ref	description	line_management	location:transition	structure	colour	cables	voltage	tower:type
805	tower	41.2669104	-8.4888055	1639500511						NA						NA	NA	
806	tower	41.2687606	-8.489599	1639500513						NA						NA	NA	
807	tower	41.2689522	-8.4883278	1639500522						NA						NA	NA	
808	tower	41.2692046	-8.4887087	1639500524						NA						NA	NA	
809	tower	41.2698845	-8.487126	1639500527						NA						NA	NA	
810	tower	41.271113	-8.4883608	1639500529						NA						NA	NA	
811	tower	41.2716878	-8.4867842	1639500531						NA						NA	NA	
812	tower	41.2719585	-8.4859572	1639500534						NA						NA	NA	
813	tower	41.2729165	-8.4866092	1639500535						NA						NA	NA	
814	tower	41.2731528	-8.4872872	1639500536						NA						NA	NA	
815	tower	41.2741159	-8.4847412	1639500537						NA						NA	NA	
816	tower	41.274623	-8.4851279	1639500539						NA						NA	NA	
817	tower	41.2751162	-8.485365	1639500541						NA						NA	NA	
818	tower	41.2758343	-8.4837726	1639500543						NA						NA	NA	
819	tower	41.2761816	-8.4863366	1639500546						NA						NA	NA	
820	tower	41.276769	-8.4839169	1639500548						NA						NA	NA	
821	tower	41.2782407	-8.4835975	1639500558						NA						NA	NA	
822	tower	41.2785298	-8.4822533	1639500559						NA						NA	NA	
823	tower	41.2789397	-8.4826919	1639500560						NA						NA	NA	
824	tower	41.2790993	-8.4854085	1639500561						NA						NA	NA	
825	tower	41.2811828	-8.4814174	1639500562						NA						NA	NA	
826	tower	41.2813306	-8.4806535	1639500563						NA						NA	NA	
827	tower	41.2826807	-8.4810859	1639500564						NA						NA	NA	
828	tower	41.2828555	-8.4842199	1639500573						NA						NA	NA	
829	tower	41.2829632	-8.4804058	1639500576						NA						NA	NA	
830	tower	41.2831438	-8.4796597	1639500578						NA						NA	NA	
831	tower	41.284411	-8.4837277	1639500581						NA						NA	NA	
832	tower	41.2847626	-8.4794257	1639500584						NA						NA	NA	
833	tower	41.2850144	-8.4785982	1639500586						NA						NA	NA	
834	tower	41.2858184	-8.4792924	1639500587						NA						NA	NA	
835	tower	41.2864224	-8.4778046	1639500590						NA						NA	NA	
836	tower	41.2875673	-8.4778401	1639500592						NA						NA	NA	
837	tower	41.2876928	-8.4826891	1639500595						NA						NA	NA	
838	tower	41.2891733	-8.4762539	1639500598						NA						NA	NA	
839	tower	41.2900079	-8.4819565	1639500600						NA						NA	NA	
840	tower	41.290756	-8.4765457	1639500603						NA						NA	NA	
841	tower	41.2907844	-8.4760212	1639500609						NA						NA	NA	
842	tower	41.2935511	-8.473786	1639500610						NA						NA	NA	
843	tower	41.293716	-8.4807529	1639500611						NA						NA	NA	
844	tower	41.2941156	-8.4746567	1639500612						NA						NA	NA	
845	tower	41.2942154	-8.4740887	1639500613						NA						NA	NA	
846	tower	41.299627	-8.4703527	1639500615						NA						NA	NA	
847	tower	41.3019214	-8.4690515	1639500618						NA						NA	NA	
848	tower	41.3042683	-8.4683885	1639500634						NA						NA	NA	
849	tower	41.3045307	-8.4675582	1639500638						NA						NA	NA	
850	tower	41.3047809	-8.4773229	1639500643						NA						NA	NA	
851	tower	41.3048176	-8.4685931	1639500645						NA						NA	NA	
852	tower	41.3072736	-8.4765281	1639500648						NA						NA	NA	
853	tower	41.3073817	-8.4658837	1639500650						NA						NA	NA	
854	tower	41.3075815	-8.4665107	1639500652						NA						NA	NA	
855	tower	41.3081838	-8.4667035	1639500659						NA						NA	NA	
856	tower	41.3087941	-8.4651675	1639500661						NA						NA	NA	
857	tower	41.3092757	-8.465581	1639500663						NA						NA	NA	
858	tower	41.3108219	-8.4753841	1639500667						NA						NA	NA	
859	tower	41.3118989	-8.4634176	1639500672						NA						NA	NA	
860	tower	41.3125643	-8.4637125	1639500675						NA						NA	NA	
861	tower	41.3127263	-8.4641405	1639500680						NA						NA	NA	
862	tower	41.3129699	-8.4747095	1639500688						NA						NA	NA	
863	tower	41.3149419	-8.4616946	1639500691						NA						NA	NA	
864	tower	41.3155019	-8.4625743	1639500693						NA						NA	NA	
865	tower	41.3156752	-8.4619654	1639500696						NA						NA	NA	
866	tower	41.3161785	-8.4736718	1639500699						NA						NA	NA	
867	tower	41.316708	-8.4606938	1639500701						NA						NA	NA	
868	tower	41.318052	-8.4611353	1639500704						NA						NA	NA	
869	tower	41.3186178	-8.4596114	1639500710						NA						NA	NA	
870	tower	41.3187335	-8.4602349	1639500711						NA						NA	NA	
871	tower	41.319541	-8.472652	1639500714						NA						NA	NA	
872	tower	41.3220367	-8.4583657	1639500717						NA						NA	NA	
873	tower	41.3220627	-8.4588687	1639500721						NA						NA	NA	
874	tower	41.3225751	-8.4573747	1639500724						NA						NA	NA	
875	tower	41.3227004	-8.4716421	1639500727						NA						NA	NA	
876	tower	41.3251325	-8.4566138	1639500733						NA						NA	NA	
877	tower	41.3254837	-8.455737	1639500734						NA						NA	NA	
878	tower	41.3255717	-8.4721317	1639500736						NA						NA	NA	
879	tower	41.3255768	-8.4568826	1639500738						NA						NA	NA	
880	tower	41.3266941	-8.4717853	1639500740						NA						NA	NA	
881	tower	41.3271419	-8.4702401	1639500743						NA						NA	NA	
882	tower	41.3272404	-8.4547458	1639500758						NA						NA	NA	
883	tower	41.3274695	-8.4558124	1639500760						NA						NA	NA	
884	tower	41.327813	-8.4551023	1639500762						NA						NA	NA	
885	tower	41.3294561	-8.4708187	1639500763						NA						NA	NA	
886	tower	41.3304324	-8.4692013	1639500765						NA						NA	NA	
887	tower	41.3312219	-8.4702268	1639500766						NA						NA	NA	
888	tower	41.3315958	-8.4529691	1639500768						NA						NA	NA	
889	tower	41.3318809	-8.4533179	1639500774						NA						NA	NA	
890	tower	41.3333154	-8.4696541	1639500778						NA						NA	NA	
891	tower	41.3342023	-8.4520051	1639500781						NA						NA	NA	
892	tower	41.3342122	-8.4514937	1639500787						NA						NA	NA	
893	tower	41.3344449	-8.4678617	1639500792						NA						NA	NA	
894	tower	41.3345556	-8.4506178	1639500796						NA						NA	NA	
895	tower	41.335635	-8.468882	1639500800						NA						NA	NA	
896	tower	41.3363433	-8.4673158	1639500808						NA						NA	NA	
897	tower	41.3386955	-8.4489652	1639500809						NA						NA	NA	
898	tower	41.3391868	-8.4676574	1639500810						NA						NA	NA	
899	tower	41.3392245	-8.4479828	1639500813						NA						NA	NA	
900	tower	41.3397633	-8.4662456	1639500815						NA						NA	NA	
901	tower	41.3398043	-8.448837	1639500818						NA						NA	NA	
902	tower	41.3407083	-8.4471476	1639500821						NA						NA	NA	
903	tower	41.3410301	-8.447625	1639500839						NA						NA	NA	
904	tower	41.3414587	-8.4479118	1639500844						NA						NA	NA	
905	tower	41.3420918	-8.4453014	1639500848						NA						NA	NA	
906	tower	41.342826	-8.4664058	1639500851						NA						NA	NA	
907	tower	41.3431992	-8.4651703	1639500853						NA						NA	NA	
908	tower	41.3433053	-8.4454817	1639500854						NA						NA	NA	
909	tower	41.3434477	-8.4435214	1639500855						NA						NA	NA	
910	tower	41.3441169	-8.4435524	1639500866						NA						NA	NA	
911	tower	41.3450758	-8.4413685	1639500870						NA						NA	NA	
912	tower	41.3453331	-8.4645007	1639500873						NA						NA	NA	
913	tower	41.3472656	-8.4393874	1639500876						NA						NA	NA	
914	tower	41.3487324	-8.4365572	1639500880						NA						NA	NA	
915	tower	41.3488916	-8.4372496	1639500886						NA						NA	NA	
916	tower	41.3493408	-8.4630689	1639500889						NA						NA	NA	
917	tower	41.3517676	-8.4343067	1639500898						NA						NA	NA	
918	tower	41.3531185	-8.4307707	1639500899						NA						NA	NA	
919	tower	41.3532591	-8.4314975	1639500901						NA						NA	NA	
920	tower	41.3537177	-8.4618674	1639500904						NA						NA	NA	
921	tower	41.3543934	-8.4290886	1639500906						NA						NA	NA	
922	tower	41.3544963	-8.430714	1639500909						NA						NA	NA	
923	tower	41.354825	-8.429435	1639500928						NA						NA	NA	
924	tower	41.3557113	-8.4273498	1639500934						NA						NA	NA	
925	tower	41.3559594	-8.4287876	1639500938						NA						NA	NA	
926	tower	41.3563947	-8.4273675	1639500940						NA						NA	NA	
927	tower	41.3578225	-8.4605631	1639500943						NA						NA	NA	
928	tower	41.359078	-8.4229076	1639500945						NA						NA	NA	
929	tower	41.3591315	-8.4257082	1639500946						NA						NA	NA	
930	tower	41.3592046	-8.4236664	1639500965						NA						NA	NA	
931	tower	41.3597822	-8.4599404	1639500971						NA						NA	NA	
932	tower	41.3612292	-8.4236499	1639500976						NA						NA	NA	
933	tower	41.3622638	-8.4187105	1639500980						NA						NA	NA	
934	tower	41.36239	-8.4194877	1639500984						NA						NA	NA	
935	tower	41.36256	-8.4590577	1639500989						NA						NA	NA	
936	tower	41.362754	-8.4304903	1639500996						NA						NA	NA	
937	tower	41.364177	-8.4161808	1639501009						NA						NA	NA	
938	tower	41.3642737	-8.417004	1639501020						NA						NA	NA	
939	tower	41.3654499	-8.419661	1639501023						NA						NA	NA	
940	tower	41.3663424	-8.4133174	1639501029						NA						NA	NA	
941	tower	41.3668799	-8.4576873	1639501035						NA						NA	NA	
942	tower	41.3680267	-8.4195838	1639501038						NA						NA	NA	
943	tower	41.368352	-8.4115515	1639501041						NA						NA	NA	
944	tower	41.3692729	-8.417159	1639501067						NA						NA	NA	
945	tower	41.369324	-8.4157586	1639501069						NA						NA	NA	
946	tower	41.3696043	-8.4090041	1639501072						NA						NA	NA	
947	tower	41.3698448	-8.4567466	1639501076						NA						NA	NA	
948	tower	41.369954	-8.4094734	1639501079						NA						NA	NA	
949	tower	41.3707753	-8.4143048	1639501083						NA						NA	NA	
950	tower	41.371941	-8.4059462	1639501088						NA						NA	NA	
951	tower	41.3721941	-8.406533	1639501108						NA						NA	NA	
952	tower	41.3724798	-8.4559183	1639501110						NA						NA	NA	
953	tower	41.3734887	-8.4039066	1639501112						NA						NA	NA	
954	tower	41.3738808	-8.404319	1639501115						NA						NA	NA	
955	tower	41.3747807	-8.4115141	1639501118						NA						NA	NA	
956	tower	41.374848	-8.4030494	1639501120						NA						NA	NA	
957	tower	41.3751202	-8.4017566	1639501122						NA						NA	NA	
958	tower	41.3757727	-8.4105381	1639501137						NA						NA	NA	
959	tower	41.3760214	-8.4547988	1639501140						NA						NA	NA	
960	tower	41.3766885	-8.4006334	1639501143						NA						NA	NA	
961	tower	41.3769871	-8.4041562	1639501150						NA						NA	NA	
962	tower	41.3791927	-8.4537954	1639501167						NA						NA	NA	
963	tower	41.3800068	-8.4080285	1639501169						NA						NA	NA	
964	tower	41.3818564	-8.4069655	1639501173						NA						NA	NA	
965	tower	41.3835123	-8.452416	1639501176						NA						NA	NA	
966	tower	41.3845589	-8.4052896	1639501188						NA						NA	NA	
967	tower	41.3872008	-8.4512561	1639501200						NA						NA	NA	
968	tower	41.390685	-8.4501624	1639501211						NA						NA	NA	
969	tower	41.394407	-8.448965	1639501231						NA						NA	NA	
970	tower	41.3982687	-8.4477385	1639501233						NA						NA	NA	
971	tower	41.1735452	-8.6253934	1639514601						NA						NA	NA	
972	tower	41.1745945	-8.6229738	1639514604						NA						NA	NA	
973	tower	41.1770604	-8.6227813	1639514610						NA						NA	NA	
974	tower	41.1792052	-8.6226047	1639514616						NA						NA	NA	
975	tower	41.1817686	-8.6218728	1639514619						NA						NA	NA	
976	tower	41.1833899	-8.6214018	1639514623		metal				NA						NA	NA	
977	tower	41.1850682	-8.6197572	1639514629						NA						NA	NA	
978	tower	41.1863862	-8.6198296	1639514633						NA						NA	NA	
979	tower	41.1906429	-8.6201171	1639514637						NA						NA	NA	
980	tower	41.1943803	-8.6198782	1639514650						NA						NA	NA	
981	tower	41.1975018	-8.6200668	1639514653						NA						NA	NA	
982	tower	41.1982807	-8.647795	1639514656						NA						NA	NA	
983	tower	41.1985226	-8.6477129	1639514659						NA						NA	NA	
984	tower	41.198643	-8.6471944	1639514661						NA						NA	NA	
985	tower	41.2001462	-8.6472142	1639514664						NA						NA	NA	
986	tower	41.2009188	-8.6195887	1639514676						NA						NA	NA	
987	tower	41.2026968	-8.6197341	1639514680						NA						NA	NA	
988	tower	41.2028252	-8.6199841	1639514684						NA						NA	NA	
989	tower	41.2032988	-8.6459095	1639514689						NA						NA	NA	
990	tower	41.2040141	-8.6429036	1639514691						NA						NA	NA	
991	tower	41.2042812	-8.6229853	1639514694						NA						NA	NA	
992	tower	41.2058504	-8.6382929	1639514698						NA						NA	NA	
993	tower	41.2060951	-8.6265821	1639514700						NA						NA	NA	
994	tower	41.2061659	-8.6194654	1639514703						NA						NA	NA	
995	tower	41.2067183	-8.6306522	1639514707						NA						NA	NA	
996	tower	41.2071184	-8.6337	1639514711						NA						NA	NA	
997	tower	41.2103597	-8.6191476	1639514714						NA						NA	NA	
998	tower	41.2134481	-8.6188475	1639514716						NA						NA	NA	
999	tower	41.2290919	-8.6078311	1639514741						NA						NA	NA	
1000	tower	41.2297591	-8.6064168	1639514743						NA						NA	NA	
1001	tower	41.2378144	-8.5534488	1640861278				Bing		NA						NA	NA	
1002	tower	41.0346137	-8.5201925	1694952298						NA						NA	NA	
1003	tower	41.0635808	-8.5449677	1716869172						NA						NA	NA	
1004	tower	41.0618739	-8.5365348	1716919063						NA						NA	NA	
1005	tower	41.0681531	-8.556976	1716931890						NA						NA	NA	
1006	tower	41.0667022	-8.5532334	1716931894						NA						NA	NA	
1007	tower	41.0692006	-8.5598996	1716931897						NA						NA	NA	
1008	tower	41.0712915	-8.5642608	1716931901						NA						NA	NA	
1009	tower	41.0651096	-8.549042	1716931902						NA						NA	NA	
1010	tower	41.060434	-8.5296622	1724592190						NA						NA	NA	
1011	tower	41.0617267	-8.5731126	1728583341						NA						NA	NA	
1012	tower	41.0576112	-8.555834	1728583342						NA						NA	NA	
1013	tower	41.0590975	-8.5604633	1728583343						NA						NA	NA	
1014	tower	41.0625741	-8.576857	1728583346						NA						NA	NA	
1015	tower	41.0600784	-8.5543854	1728583347						NA						NA	NA	
1016	tower	41.0602564	-8.5666351	1728583349						NA						NA	NA	
1017	tower	41.0581611	-8.5573975	1728583352						NA						NA	NA	
1018	tower	41.0640746	-8.5521645	1728583354						NA						NA	NA	
1019	tower	41.0604465	-8.5665921	1728583355						NA						NA	NA	
1020	tower	41.0613364	-8.5705404	1728583356						NA						NA	NA	
1021	tower	41.0589014	-8.5605144	1728583358						NA						NA	NA	
1022	tower	41.0594919	-8.5631106	1728583359						NA						NA	NA	
1023	tower	41.0611685	-8.5706262	1728583360						NA						NA	NA	
1024	tower	41.0618764	-8.5729302	1728583361						NA						NA	NA	
1025	tower	41.0580661	-8.5573895	1728583362						NA						NA	NA	
1026	tower	41.0580661	-8.5555683	1728583363						NA						NA	NA	
1027	tower	41.0576876	-8.5557785	1728583365						NA						NA	NA	
1028	tower	41.0596375	-8.5630355	1728583366						NA						NA	NA	
1029	tower	41.0615871	-8.5535593	1728583370						NA						NA	NA	
1030	tower	41.1900224	-8.5857011	1731171327				Bing		NA						NA	NA	
1031	tower	41.1911954	-8.5815826	1731171342				Bing		NA						NA	NA	
1032	tower	41.1916987	-8.5796129	1731171353				Bing		NA						NA	NA	
1033	tower	41.1920423	-8.5673252	1731171356				Bing		NA						NA	NA	
1034	tower	41.1922533	-8.5775902	1731171360				Bing		NA						NA	NA	
1035	tower	41.1925234	-8.5519483	1731171363				Bing		NA						NA	NA	
1036	tower	41.192807	-8.551965	1731171373				Bing		NA						NA	NA	
1037	tower	41.1929486	-8.5746726	1731171376				Bing		NA						NA	NA	
1038	tower	41.1942258	-8.5662946	1731171395				Bing		NA						NA	NA	
1039	tower	41.19446	-8.5654332	1731171409				Bing		NA						NA	NA	
1040	tower	41.1944726	-8.5537882	1731171411				Bing		NA						NA	NA	
1041	tower	41.1945942	-8.5656627	1731171415				Bing		NA						NA	NA	
1042	tower	41.1946754	-8.5724734	1731171416				Bing		NA						NA	NA	
1043	tower	41.1950312	-8.5540872	1731171419				Bing		NA						NA	NA	
1044	tower	41.1956387	-8.576252	1731171420				Bing		NA						NA	NA	
1045	tower	41.1957853	-8.5704277	1731171422				Bing		NA						NA	NA	
1046	tower	41.1961898	-8.5554327	1731171428				Bing		NA						NA	NA	
1047	tower	41.196246	-8.5552552	1731171430				Bing		NA						NA	NA	
1048	tower	41.1962956	-8.5641013	1731171433				Bing		NA						NA	NA	
1049	tower	41.1963568	-8.5778481	1731171436				Bing		NA						NA	NA	
1050	tower	41.1963737	-8.5634064	1731171438						NA						NA	NA	
1051	tower	41.1964122	-8.5745002	1731171442				Bing		NA						NA	NA	
1052	tower	41.1964285	-8.5768661	1731171444				Bing		NA						NA	NA	
1053	tower	41.1964461	-8.5636231	1731171445				Bing		NA						NA	NA	
1054	tower	41.1965511	-8.5777021	1731171447				Bing		NA						NA	NA	
1055	tower	41.1968751	-8.5728715	1731171452				Bing		NA						NA	NA	
1056	tower	41.1970806	-8.5679571	1731171456				Bing		NA						NA	NA	
1057	tower	41.1974017	-8.5712163	1731171459				Bing		NA						NA	NA	
1058	tower	41.1979119	-8.5663652	1731171464				Bing		NA						NA	NA	
1059	tower	41.1982622	-8.5685609	1731171465				Bing		NA						NA	NA	
1060	tower	41.1983654	-8.5619333	1731171466				Bing		NA						NA	NA	
1061	tower	41.1985667	-8.5614141	1731171468				Bing		NA						NA	NA	
1062	tower	41.1985937	-8.561077	1731171469				Bing		NA						NA	NA	
1063	tower	41.1990895	-8.5566945	1731171470				Bing		NA						NA	NA	
1064	tower	41.1993087	-8.5637258	1731171472				Bing		NA						NA	NA	
1065	tower	41.1993574	-8.5519712	1731171473				Bing		NA						NA	NA	
1066	tower	41.1995699	-8.5592133	1731171475				Bing		NA						NA	NA	
1067	tower	41.1996729	-8.5675233	1731171485				Bing		NA						NA	NA	
1068	tower	41.1997169	-8.571377	1731171487				Bing		NA						NA	NA	
1069	tower	41.1997341	-8.556064	1731171488				Bing		NA						NA	NA	
1070	tower	41.199937	-8.5544934	1731171489				Bing		NA						NA	NA	
1071	tower	41.2002716	-8.5526074	1731171490				Bing		NA						NA	NA	
1072	tower	41.2004621	-8.555738	1731171491				Bing		NA						NA	NA	
1073	tower	41.2005053	-8.5531268	1731171492				Bing		NA						NA	NA	
1074	tower	41.2005077	-8.5614107	1731171493				Bing		NA						NA	NA	
1075	tower	41.2005535	-8.5560339	1731171494				Bing		NA						NA	NA	
1076	tower	41.2007519	-8.5587984	1731171495				Bing		NA						NA	NA	
1077	tower	41.2008361	-8.5702152	1731171500				Bing		NA						NA	NA	
1078	tower	41.2009731	-8.5588685	1731171502				Bing		NA						NA	NA	
1079	tower	41.2011262	-8.5664798	1731171504				Bing		NA						NA	NA	
1080	tower	41.2014315	-8.5531653	1731171508				Bing		NA						NA	NA	
1081	tower	41.201498	-8.5577055	1731171513				Bing		NA						NA	NA	
1082	tower	41.2016331	-8.5681558	1731171514				Bing		NA						NA	NA	
1083	tower	41.2017362	-8.5560183	1731171515				Bing		NA						NA	NA	
1084	tower	41.2017542	-8.5562322	1731171516				Bing		NA						NA	NA	
1085	tower	41.2017564	-8.5590361	1731171517				Bing		NA						NA	NA	
1086	tower	41.2017659	-8.5564305	1731171519				Bing		NA						NA	NA	
1087	tower	41.2021368	-8.5579456	1731171524				Bing		NA						NA	NA	
1088	tower	41.2021976	-8.5575788	1731171532				Bing		NA						NA	NA	
1089	tower	41.2022612	-8.5559784	1731171533		metal		Bing		NA		termination	yes			NA	NA	
1090	tower	41.2024781	-8.5560732	1731171536		metal		Bing		NA		termination	yes			NA	NA	
1091	tower	41.2026477	-8.5529706	1731171546				Bing		NA						NA	NA	
1092	tower	41.2026552	-8.5563559	1731171549		metal		Bing		NA		termination	yes			NA	NA	
1093	tower	41.2027114	-8.5572319	1731171562				Bing		NA						NA	NA	
1094	tower	41.202747	-8.5564025	1731171567		metal		Bing		NA		termination	yes			NA	NA	
1095	tower	41.2028868	-8.5564218	1731171573		metal		Bing		NA		termination	yes			NA	NA	
1096	tower	41.2029992	-8.5564387	1731171575		metal		Bing		NA		termination	yes			NA	NA	
1097	tower	41.2031399	-8.5528891	1731171580				Bing		NA						NA	NA	
1098	tower	41.2031444	-8.5564247	1731171588		reinforced_concrete		Bing		NA		termination	yes			NA	NA	
1099	tower	41.2031979	-8.5569696	1731171590				Bing		NA						NA	NA	
1100	tower	41.2032053	-8.5652905	1731171592						NA						NA	NA	
1101	tower	41.2293419	-8.6046363	1808619546						NA						NA	NA	
1102	tower	41.2291365	-8.6049787	1808619551						NA						NA	NA	
1103	tower	41.2294367	-8.6044057	1808619554						NA						NA	NA	
1104	tower	41.2282183	-8.6078416	1808628773				Bing		NA						NA	NA	
1105	tower	41.2282047	-8.6103952	1808628774				Bing		NA						NA	NA	
1106	tower	41.2303631	-8.6068145	1808628777				Bing		NA						NA	NA	
1107	tower	41.2330095	-8.6082308	1808628778				Bing		NA						NA	NA	
1108	tower	41.2275067	-8.6069594	1808628782				Bing		NA						NA	NA	
1109	tower	41.233354	-8.6057173	1808628783				Bing		NA						NA	NA	
1110	tower	41.2306395	-8.6069004	1808628784				Bing		NA						NA	NA	
1111	tower	41.2299274	-8.6065034	1808628785				Bing		NA						NA	NA	
1112	tower	41.2290963	-8.6064873	1808628787				Bing		NA						NA	NA	
1113	tower	41.230468	-8.6077775	1808628789				Bing		NA						NA	NA	
1114	tower	41.2301453	-8.6067153	1808628790				Bing		NA						NA	NA	
1115	tower	41.2274845	-8.6070989	1808628791				Bing		NA						NA	NA	
1116	tower	41.2265283	-8.6067824	1808628793				Bing		NA						NA	NA	
1117	tower	41.2306193	-8.6073215	1808628797				Bing		NA						NA	NA	
1118	tower	41.230585	-8.6069996	1808628799				Bing		NA						NA	NA	
1119	tower	41.2295765	-8.6063131	1808628806				Bing		NA						NA	NA	
1120	tower	41.2283255	-8.6072965	1808628807				Bing		NA						NA	NA	
1121	tower	41.2316642	-8.6083836	1808628809				Bing		NA						NA	NA	
1122	tower	41.2313677	-8.6065839	1808628812				Bing		NA						NA	NA	
1123	tower	41.2289732	-8.6077694	1808628815				Bing		NA						NA	NA	
1124	tower	41.2294831	-8.6062564	1808628818				Bing		NA						NA	NA	
1125	tower	41.228481	-8.6063586	1808628825				Bing		NA						NA	NA	
1126	tower	41.2286162	-8.6071096	1808628827				Bing		NA						NA	NA	
1127	tower	41.2359645	-8.6045937	1808628833				Bing		NA						NA	NA	
1128	tower	41.2295134	-8.6060794	1808628836				Bing		NA						NA	NA	
1129	tower	41.2265687	-8.6066509	1808628838				Bing		NA						NA	NA	
1130	tower	41.2302387	-8.6067464	1808628839				Bing		NA						NA	NA	
1131	tower	41.2305164	-8.6076648	1808628841				Bing		NA						NA	NA	
1132	tower	41.2313011	-8.6073617	1808628844				Bing		NA						NA	NA	
1133	tower	41.2293948	-8.6057926	1808628845				Bing		NA						NA	NA	
1134	tower	41.229175	-8.608051	1808628847				Bing		NA						NA	NA	
1135	tower	41.2295385	-8.6072666	1808628848				Bing		NA						NA	NA	
1136	tower	41.229034	-8.6073142	1808628851				Bing		NA						NA	NA	
1137	tower	41.2281966	-8.6099016	1808628852				Bing		NA						NA	NA	
1138	tower	41.2274603	-8.6073242	1808628853				Bing		NA						NA	NA	
1139	tower	41.2297579	-8.607469	1808628855				Bing		NA						NA	NA	
1140	tower	41.0060219	-8.4684933	1848800979				bing		NA						NA	NA	
1141	tower	41.0117905	-8.4681504	1848800980				bing		NA						NA	NA	
1142	tower	41.0155042	-8.4679242	1848800981				bing		NA						NA	NA	
1143	tower	41.0223376	-8.4658892	1848800983				bing		NA						NA	NA	
1144	tower	41.0248537	-8.4643864	1848800987				bing		NA						NA	NA	
1145	tower	41.0290736	-8.4618656	1848801003				bing		NA						NA	NA	
1146	tower	41.0399034	-8.4553816	1848801004				bing		NA						NA	NA	
1147	tower	41.0423807	-8.4538862	1848801005				bing		NA						NA	NA	
1148	tower	41.0445114	-8.4525999	1848801006				bing		NA						NA	NA	
1149	tower	41.0484744	-8.4502076	1848801009				bing		NA						NA	NA	
1150	tower	41.0708968	-8.4424015	1848801012				bing		NA						NA	NA	
1151	tower	41.0736185	-8.4424942	1848801016				bing		NA						NA	NA	
1152	tower	41.0763313	-8.4425866	1848801019				bing		NA						NA	NA	
1153	tower	41.0792092	-8.4426847	1848801022				bing		NA						NA	NA	
1154	tower	41.0845133	-8.4428653	1848801032				bing		NA						NA	NA	
1155	tower	41.0897055	-8.4430422	1848801033				bing		NA						NA	NA	
1156	tower	41.0923709	-8.443133	1848801037				bing		NA						NA	NA	
1157	tower	41.095757	-8.4432484	1848801040				bing		NA						NA	NA	
1158	tower	41.0993374	-8.4433704	1848801042				bing		NA						NA	NA	
1159	tower	41.107184	-8.4445388	1848801046				bing		NA						NA	NA	
1160	tower	41.1093004	-8.4454011	1848801049				bing		NA						NA	NA	
1161	tower	41.1171201	-8.4485941	1848801052				bing		NA						NA	NA	
1162	tower	41.1200887	-8.449811	1848801056				bing		NA						NA	NA	
1163	tower	41.1225704	-8.4508284	1848801060				bing		NA						NA	NA	
1164	tower	41.1349445	-8.4531864	1848801067				bing		NA						NA	NA	
1165	tower	41.1365623	-8.4529536	1848801071				bing		NA						NA	NA	
1166	tower	41.1411649	-8.4522914	1848801074				bing		NA						NA	NA	
1167	tower	41.1448985	-8.4517542	1848801078				bing		NA						NA	NA	
1168	tower	41.3462061	-8.725048	1984017716						NA						NA	NA	
1169	tower	41.3417329	-8.7217282	1984017717						NA						NA	NA	
1170	tower	41.3475868	-8.7260811	1984017718						NA						NA	NA	
1171	tower	41.3396226	-8.7201647	1984017722						NA						NA	NA	
1172	tower	41.3305032	-8.7090674	1984017723						NA						NA	NA	
1173	tower	41.2799311	-8.6429736	1984017724						NA						NA	NA	
1174	tower	41.3318259	-8.7107663	1984017726						NA						NA	NA	
1175	tower	41.318168	-8.6895891	1984017728						NA						NA	NA	
1176	tower	41.2979124	-8.6627736	1984017729						NA						NA	NA	
1177	tower	41.3128446	-8.6812915	1984017731						NA						NA	NA	
1178	tower	41.269674	-8.6330207	1984017732						NA						NA	NA	
1179	tower	41.3219063	-8.6954983	1984017735						NA						NA	NA	
1180	tower	41.3097602	-8.6763885	1984017736						NA						NA	NA	
1181	tower	41.3290184	-8.7070703	1984017737						NA						NA	NA	
1182	tower	41.2934457	-8.6576935	1984017739						NA						NA	NA	
1183	tower	41.3199036	-8.6925594	1984017740						NA						NA	NA	
1184	tower	41.2842539	-8.6471104	1984017741						NA						NA	NA	
1185	tower	41.3151554	-8.6849768	1984017742						NA						NA	NA	
1186	tower	41.3266959	-8.7032293	1984017744						NA						NA	NA	
1187	tower	41.3075319	-8.6738297	1984017747						NA						NA	NA	
1188	tower	41.3251731	-8.7007589	1984017748						NA						NA	NA	
1189	tower	41.3109241	-8.6782749	1984017749						NA						NA	NA	
1190	tower	41.3355413	-8.7151547	1984017751						NA						NA	NA	
1191	tower	41.3233922	-8.6978618	1984017752						NA						NA	NA	
1192	tower	41.3280192	-8.7053375	1984017754						NA						NA	NA	
1193	tower	41.2638603	-8.6274221	1984017755						NA						NA	NA	
1194	tower	41.3014357	-8.6668332	1984017758						NA						NA	NA	
1195	tower	41.0710246	-8.6257911	2027873006						NA						NA	NA	
1196	tower	41.1515877	-8.4018377	2065735471				bing		NA						NA	NA	
1197	tower	41.1541282	-8.4018005	2065736794				bing		NA						NA	NA	
1198	tower	41.1543114	-8.4063663	2065736893				bing		NA						NA	NA	
1199	tower	41.1543323	-8.4056808	2065736901				bing		NA						NA	NA	
1200	tower	41.1547316	-8.4019476	2065737065				bing		NA						NA	NA	
1201	tower	41.1554302	-8.4097264	2065737570				bing		NA						NA	NA	
1202	tower	41.1554678	-8.4010496	2065737587				bing		NA						NA	NA	
1203	tower	41.156349	-8.4124604	2065737945				bing		NA						NA	NA	
1204	tower	41.1574051	-8.4155986	2065738377				bing		NA						NA	NA	
