0,power,lat,lon,id,source,location:transition,line_attachment,material,line_management,design,ref,description,operator,operator:wikidata,structure,colour,line_arrangement,mapillary,operator:wikipedia,cables,disused,fixme
788,tower,41.1131024,-8.6183641,2070651603,,,,,,,,,,,,,,,,,,
789,tower,41.1237704,-8.6362516,2070651608,,,,,,,,,,,,,,,,,,
790,tower,41.117946,-8.6329423,2070651611,,,anchor,,,,,,,,,,,,,,,
791,tower,41.1281424,-8.6361067,2070651613,,,,,,,,,,,,,,,,,,
792,tower,41.1267413,-8.6361617,2070651614,,,,,,,,,,,,,,,,,,
793,tower,41.1125658,-8.6159889,2070651617,,,,,,,,,,,,,,,,,,
794,tower,41.1119011,-8.6130506,2070651618,,,,,,,,,,,,,,,,,,
795,tower,41.1138602,-8.6217665,2070651621,,,suspension,,,,,,,,,,,,,,,
796,tower,41.1214286,-8.6363039,2070651624,,,anchor,,,,,,,,,,,,,,,
797,tower,41.1145464,-8.6248055,2070651625,,,suspension,,,,,,,,,,,,,,,
798,tower,41.1165532,-8.6307684,2070651626,,,anchor,,,,,,,,,,,,,,,
799,tower,41.1189221,-8.6343271,2070651628,,,,,,,,,,,,,,,,,,
800,tower,41.119804,-8.6356239,2070651629,,,,,,,,,,,,,,,,,,
801,tower,41.1151238,-8.6274789,2070651630,,,anchor,,,,,,,,,,,,,,,
802,tower,41.0934239,-8.6067154,2070732260,,,,,,,,,,,,,,,,,,
803,tower,41.091467,-8.6075979,2070732264,,,,,,,,,,,,,,,,,,
804,tower,41.0860777,-8.610036,2070732265,,,,,,,,,,,,,,,,,,
805,tower,41.0891342,-8.6086654,2070732266,,,,,,,,,,,,,,,,,,
806,tower,41.1201138,-8.5992727,2070732267,,,,,,,,,,,,,,,,,,
807,tower,41.082818,-8.6114756,2070732268,,,,,,,,,,,,,,,,,,
808,tower,41.1197835,-8.6014661,2070732269,,,,,,,,,,,,,,,,,,
809,tower,41.0237916,-8.5464999,2081762067,,,,,,,,,,,,,,,,,,
810,tower,41.0198909,-8.54775,2081762069,,,,,,,,,,,,,,,,,,
811,tower,41.0258451,-8.5467862,2081762070,,,,,,,,,,,,,,,,,,
812,tower,41.0166684,-8.5483962,2081762072,,,,,,,,,,,,,,,,,,
813,tower,41.0326481,-8.5462397,2081762073,,,,,,,,,,,,,,,,,,
814,tower,41.0138046,-8.5478383,2081762074,,,,,,,,,,,,,,,,,,
815,tower,41.0223225,-8.5462717,2081762075,,,,,,,,,,,,,,,,,,
816,tower,41.0378479,-8.5435253,2081762076,,,,,,,,,,,,,,,,,,
817,tower,41.0350357,-8.5449978,2081762077,,,,,,,,,,,,,,,,,,
818,tower,41.0183623,-8.5487073,2081762078,,,,,,,,,,,,,,,,,,
819,tower,41.0058321,-8.543756,2081763603,,,,,,,,,,,,,,,,,,
820,tower,41.0059252,-8.5482485,2081763604,,,,,,,,,,,,,,,,,,
821,tower,41.0065729,-8.5836241,2081763605,,,,,,,,,,,,,,,,,,
822,tower,41.0049679,-8.5409665,2081763607,,,,,,,,,,,,,,,,,,
823,tower,41.0064029,-8.5740459,2081763608,,,,,,,,,,,,,,,,,,
824,tower,41.0061256,-8.5601736,2081763613,,,,,,,,,,,,,,,,,,
825,tower,41.0064495,-8.5778385,2081763614,,,,,,,,,,,,,,,,,,
826,tower,41.0038668,-8.5373707,2081763615,,,,,,,,,,,,,,,,,,
827,tower,41.0059839,-8.5517488,2081763616,,,,,,,,,,,,,,,,,,
828,tower,41.0062774,-8.5672358,2081763617,,,,,,,,,,,,,,,,,,
829,tower,41.0108456,-8.5472508,2081763618,,,,,,,,,,,,,,,,,,
830,tower,41.0060629,-8.5559304,2081763619,,,,,,,,,,,,,,,,,,
831,tower,41.0061924,-8.5636738,2081763620,,,,,,,,,,,,,,,,,,
832,tower,41.0018769,-8.5372355,2081763621,,,,,,,,,,,,,,,,,,
833,tower,41.0063422,-8.5707334,2081763622,,,,,,,,,,,,,,,,,,
834,tower,41.0083379,-8.5954981,2081765453,,,,,,,,,,,,,,,,,,
835,tower,41.0078997,-8.5965129,2081765454,,,,,,,,,,,,,,,,,,
836,tower,41.0029768,-8.5345589,2081765455,,,,,,,,,,,,,,,,,,
837,tower,41.0006542,-8.5304226,2081765457,,,,,,,,,,,,,,,,,,
838,tower,41.0020368,-8.531525,2081765461,,,,,,,,,,,,,,,,,,
839,tower,41.0076437,-8.5907695,2081765462,,,,,,,,,,,,,,,,,,
840,tower,41.0069865,-8.5864529,2081765465,,,,,,,,,,,,,,,,,,
841,tower,41.072333,-8.6085309,2082707300,,,,,,,,,,,,,,,,,,
842,tower,41.0728626,-8.5905102,2082707303,,,anchor,,,,,,,,,,,,,,,
843,tower,41.0699429,-8.6102608,2082707311,,,,,,,,,,,,,,,,,,
844,tower,41.074537,-8.6021742,2082707314,,,,,,,,,,,,,,,,,,
845,tower,41.075732,-8.5990709,2082707317,,,,,,,,,,,,,,,,,,
846,tower,41.0734934,-8.604935,2082707320,,,,,,,,,,,,,,,,,,
847,tower,41.0700051,-8.6096929,2082707322,,,,,,,,,,,,,,,,,,
848,tower,41.075184,-8.5951683,2082707325,,,,,,,,,,,,,,,,,,
849,tower,41.0721814,-8.6083779,2082707328,,,,,,,,,,,,,,,,,,
850,tower,41.0775111,-8.596757,2082707330,,,,,,,,,,,,,,,,,,
851,tower,41.0699895,-8.6098126,2082707334,,,,,,,,,,,,,,,,,,
852,tower,41.0741286,-8.6044353,2082707337,,,,,,,,,,,,,,,,,,
853,tower,41.075938,-8.6003511,2082707340,,,,,,,,,,,,,,,,,,
854,tower,41.071322,-8.6095448,2082707344,,,,,,,,,,,,,,,,,,
855,tower,41.0744116,-8.5933123,2082707346,,,,,,,,,,,,,,,,,,
856,tower,41.0700214,-8.6095769,2082707348,,,,,,,,,,,,,,,,,,
857,tower,41.0661949,-8.5820055,2082712456,,,,,,,,,,,,,,,,,,
858,tower,41.0705205,-8.5854468,2082712457,,,,,,,,,,,,,,,,,,
859,tower,41.0627862,-8.5769267,2082712459,,,,,,,,,,,,,,,,,,
860,tower,41.0715907,-8.587903,2082712460,,,,,,,,,,,,,,,,,,
861,tower,41.0634248,-8.5797156,2082712461,,,anchor,,,,,,,,,,,,,,,
862,tower,41.0634124,-8.5804931,2082712463,,,anchor,,,,,,,,,,,,,,,
863,tower,41.0047856,-8.543709,2082861458,,,,,,,,,,,,,,,,,,
864,tower,41.0006013,-8.5403743,2082861459,,,,,,,,,,,,,,,,,,
865,tower,41.0064758,-8.5451078,2082861461,,,,,,,,,,,,,,,,,,
866,tower,41.0086355,-8.546803,2082861462,,,,,,,,,,,,,,,,,,
867,tower,41.0024659,-8.5419052,2082861463,,,,,,,,,,,,,,,,,,
868,tower,41.000759,-8.539158,2082861464,,,,,,,,,,,,,,,,,,
869,tower,41.0949673,-8.5522576,2082869838,,,,,,,,,,,,,,,,,,
870,tower,41.09305,-8.5532878,2087589722,,,,,,,,,,,,,,,,,,
871,tower,41.0856764,-8.5362192,2087596512,,,,,,,,,,,,,,,,,,
872,tower,41.0849557,-8.5382073,2087596520,,,,,,,,,,,,,,,,,,
873,tower,41.0859863,-8.530696,2087596526,,yes,,concrete,,,,,,,solid,,,,,,,
874,tower,41.078852,-8.5371979,2087596531,,,,,,,,,,,,,,,,,,
875,tower,41.0844329,-8.5393568,2087596536,,,,,,,,,,,,,,,,,,
876,tower,41.0867596,-8.5332204,2087596541,,,,,,,,,,,,,,,,,,
877,tower,41.0821443,-8.5384546,2087596544,,,,,,,,,,,,,,,,,,
878,tower,41.0656464,-8.5009458,2087602718,,,,,,,,,,,,,,,,,,
879,tower,41.0648467,-8.5041141,2087602722,,,,,,,,,,,,,,,,,,
880,tower,41.06469,-8.5047336,2087602725,,,,,,,,,,,,,,,,,,
881,tower,41.0641785,-8.5069812,2087602730,,,,,,,,,,,,,,,,,,
882,tower,41.0637468,-8.5152634,2087602732,,,,,,,,,,,,,,,,,,
883,tower,41.067813,-8.4878679,2087602737,,,,,,three-level,,,,,,,,,,,,
884,tower,41.0632514,-8.5109825,2087602744,,,,,,,,,,,,,,,,,,
885,tower,41.0667355,-8.4890063,2087602761,,,,,,,,,,,,,,,,,,
886,tower,41.0704524,-8.4841472,2087605536,,,,,,,,,,,,,,,,,,
887,tower,41.0703086,-8.484196,2087605537,,,,,,,,,,,,,,,,,,
888,tower,41.0714392,-8.4808437,2087605538,,,,,,,,,,,,,,,,,,
889,tower,41.0694189,-8.4861544,2087605539,,,,,,triangle,,,,,,,,,,,,
890,tower,41.070141,-8.4847377,2087605542,,,,,,triangle,,,,,,,,,,,,
891,tower,41.0712883,-8.4816249,2087605543,,,,,,,,,,,,,,,,,,
892,tower,41.0710803,-8.481173,2087605544,,,,,,,,,,,,,,,,,,
893,tower,41.071454,-8.4797097,2087605545,,,,,,,,,,,,,,,,,,
894,tower,41.0719458,-8.4781605,2087605546,,,,,,,,,,,,,,,,,,
895,tower,41.0611124,-8.5618047,2107346646,,,,,,,,,,,,,,,,,,
896,tower,41.0586406,-8.5632766,2107346651,,,,,,,,,,,,,,,,,,
897,tower,41.0570967,-8.5641916,2107346653,,,,,,,,,,,,,,,,,,
898,tower,41.0636133,-8.5603147,2107346655,,,,,,,,,,,,,,,,,,
899,tower,41.0658451,-8.5589853,2107346659,,,,,,,,,,,,,,,,,,
900,tower,41.0555511,-8.5651049,2107346661,,,,,,,,,,,,,,,,,,
901,tower,41.0816539,-8.6128855,2107378886,,,,,,,,,,,,,,,,,,
902,tower,41.0794501,-8.603247,2107378887,,,,,,,,,,,,,,,,,,
903,tower,41.0815185,-8.6073347,2107378891,,,,,,,,,,,,,,,,,,
904,tower,41.0578411,-8.5556916,2107378893,,,,,,,,,,,,,,,,,,
905,tower,41.0824485,-8.6134689,2107378897,,,,,,,,,,,,,,,,,,
906,tower,41.0828299,-8.6099464,2107378908,,,,,,,,,,,,,,,,,,
907,tower,41.0753497,-8.5950985,2107378910,,,,,,,,,,,,,,,,,,
908,tower,41.0710347,-8.5795281,2107378912,,,,metal,,,,,,,lattice,gray,,,,,,
909,tower,41.0863124,-8.6151093,2107761531,,,,,,,,,,,,,,,,,,
910,tower,41.0879696,-8.6192038,2107761608,,,,,,,,,,,,,,,,,,
911,tower,41.0970846,-8.6112353,2125320100,,,,,,,,,,,,,,,,,,
912,tower,41.0925507,-8.6162755,2125320104,,,,,,,,,,,,,,,,,,
913,tower,41.0888674,-8.6203713,2125320110,,,,,,,,,,,,,,,,,,
914,tower,41.1767282,-8.4509721,2334851644,bing,,,,,,,,,,,,,,,,,
915,tower,41.1118866,-8.4747264,2878912101,,,,,,,,,,,,,,,,,,
916,tower,41.0944807,-8.4664675,2878912102,,,,,,,,,,,,,,,,,,
917,tower,41.1458649,-8.4936648,2878912103,,,,,,,,,,,,,,,,,,
918,tower,41.1041388,-8.4708785,2878912201,,,,,,,,,,,,,,,,,,
919,tower,41.0774083,-8.458607,2878912202,,,,,,,,,,,,,,,,,,
920,tower,41.0700808,-8.4559385,2878912203,,,,,,,,,,,,,,,,,,
921,tower,41.1338699,-8.4874524,2878912204,,,,,,,,,,,,,,,,,,
922,tower,41.1623102,-8.5030282,2878912205,,,,,,,,,,,,,,,,,,
923,tower,41.1016268,-8.469763,2878912301,,,,,,,,,,,,,,,,,,
924,tower,41.0962761,-8.4673171,2878912302,,,,,,,,,,,,,,,,,,
925,tower,41.0989814,-8.4685456,2878912401,,,,,,,,,,,,,,,,,,
926,tower,41.0712324,-8.4563381,2878912402,,,,,,,,,,,,,,,,,,
927,tower,41.0691613,-8.4571813,2878912403,,,,,,,,,,,,,,,,,,
928,tower,41.0688435,-8.4583923,2878912404,,,,,,,,,,,,,,,,,,
929,tower,41.1495075,-8.4955498,2878912405,,,,,,,,,,,,,,,,,,
930,tower,41.0931405,-8.4658291,2878912501,,,,,,,,,,,,,,,,,,
931,tower,41.0812764,-8.460359,2878912502,,,,,,,,,,,,,,,,,,
932,tower,41.1439946,-8.4926982,2878912506,,,,,,,,,,,,,,,,,,
933,tower,41.0912685,-8.4649843,2878912601,,,,,,,,,,,,,,,,,,
934,tower,41.0869912,-8.4630122,2878912701,,,,,,,,,,,,,,,,,,
935,tower,41.1644089,-8.5043636,2878912702,,,,,,,,,,,,,,,,,,
936,tower,41.084297,-8.4617861,2878912801,,,,,,,,,,,,,,,,,,
937,tower,41.1193737,-8.4789977,2878912802,,,,,,,,,,,,,,,,,,
938,tower,41.1515083,-8.4965661,2878912803,,,,,,,,,,,,,,,,,,
939,tower,41.0750061,-8.4576826,2878912901,,,,,,,,,,,,,,,,,,
940,tower,41.11387,-8.4758608,2878913101,,,,,,,,,,,,,,,,,,
941,tower,41.1177077,-8.4780874,2878913102,,,,,,,,,,,,,,,,,,
942,tower,41.128042,-8.4840678,2878913103,,,,,,,,,,,,,,,,,,
943,tower,41.1213426,-8.4801808,2878913201,,,,,,,,,,,,,,,,,,
944,tower,41.1554485,-8.4986435,2878913202,,,,,,,,,,,,,,,,,,
945,tower,41.1319449,-8.4863316,2878913301,,,,,,,,,,,,,,,,,,
946,tower,41.1678535,-8.5065446,2878913401,,,,,,,,,,,,,,,,,,
947,tower,41.388055,-8.5194454,3054619773,Bing,,,,,,,,,,,,,,,,,
948,tower,41.3885017,-8.5153362,3054619774,Bing,,,,,,,,,,,,,,,,,
949,tower,41.3876425,-8.5231576,3054619775,,,,,,,,,,,,,,,,,,
950,tower,41.3862117,-8.525534,3054619776,,,,,,,,,,,,,,,,,,
951,tower,41.3834311,-8.5290469,3054619777,,,,,,,,,,,,,,,,,,
952,tower,41.3892214,-8.5233473,3054619778,Bing,,,,,,,,,,,,,,,,,
953,tower,41.3902802,-8.5235138,3054619779,Bing,,,,,,,,,,,,,,,,,
954,tower,41.3924574,-8.5238182,3054619780,Bing,,,,,,,,,,,,,,,,,
955,tower,41.0359655,-8.5053647,3130267804,,,,,,,,,,,,,,,,,,
956,tower,41.0232276,-8.502551,3130267805,,,,,,,,,,,,,,,,,,
957,tower,41.0156116,-8.5040226,3130267806,,,,,,,,,,,,,,,,,,
958,tower,41.0107037,-8.505346,3130267807,,,,,,,,,,,,,,,,,,
959,tower,41.004686,-8.5069796,3130267808,,,,,,,,,,,,,,,,,,
960,tower,41.2241162,-8.6064792,3137415292,,,,,,,,,,,,,,,,,,
961,tower,41.3609768,-8.4707851,3139374740,,,,,,,,,,,,,,,,,,
962,tower,41.36147,-8.4235729,3139374741,,,,,,,,,,,,,,,,,,
963,tower,41.3628813,-8.4678658,3139374742,,,,,,,,,,,,,,,,,,
964,tower,41.363436,-8.4246467,3139374743,,,,,,,,,,,,,,,,,,
965,tower,41.3648273,-8.4648911,3139374744,,,,,,,,,,,,,,,,,,
966,tower,41.3668005,-8.4618289,3139374745,,,,,,,,,,,,,,,,,,
967,tower,41.3673143,-8.426791,3139374746,,,,,,,,,,,,,,,,,,
968,tower,41.3680934,-8.4598526,3139374748,,,,,,,,,,,,,,,,,,
969,tower,41.3693115,-8.427869,3139374750,,,,,,,,,,,,,,,,,,
970,tower,41.3697538,-8.4573079,3139374751,,,,,,,,,,,,,,,,,,
971,tower,41.3713386,-8.4548593,3139374753,,,,,,,,,,,,,,,,,,
972,tower,41.3715143,-8.4290637,3139374755,,,,,,,,,,,,,,,,,,
973,tower,41.3724309,-8.4532346,3139374757,,,,,,,,,,,,,,,,,,
974,tower,41.3733097,-8.430054,3139374758,,,,,,,,,,,,,,,,,,
975,tower,41.3740956,-8.4507342,3139374760,,,,,,,,,,,,,,,,,,
976,tower,41.375285,-8.4311283,3139374763,,,,,,,,,,,,,,,,,,
977,tower,41.3758275,-8.4481515,3139374765,,,,,,,,,,,,,,,,,,
978,tower,41.3774252,-8.4457874,3139374767,,,,,,,,,,,,,,,,,,
979,tower,41.377557,-8.4323102,3139374768,,,,,,,,,,,,,,,,,,
980,tower,41.3786571,-8.4432748,3139374770,,,,,,,,,,,,,,,,,,
981,tower,41.3797947,-8.433051,3139374772,,,,,,,,,,,,,,,,,,
982,tower,41.3800622,-8.4403779,3139374773,,,,,,,,,,,,,,,,,,
983,tower,41.3812701,-8.4378931,3139374775,,,,,,,,,,,,,,,,,,
984,tower,41.3822902,-8.4338245,3139374777,,,,,,,,,,,,,,,,,,
985,tower,41.3827509,-8.434856,3139374778,,,,,,,,,,,,,,,,,,
986,tower,41.383862,-8.4325887,3139374781,,,,,,,,,,,,,,,,,,
987,tower,41.3847752,-8.4307027,3139374783,,,,,,,,,,,,,,,,,,
988,tower,41.3847817,-8.4345942,3139374784,,,,,,,,,,,,,,,,,,
989,tower,41.3860789,-8.42805,3139374785,,,,,,,,,,,,,,,,,,
990,tower,41.3874536,-8.4354278,3139374787,,,,,,,,,,,,,,,,,,
991,tower,41.3874753,-8.4251974,3139374788,,,,,,,,,,,,,,,,,,
992,tower,41.38748,-8.4036358,3139374789,,,,,,,,,,,,,,,,,,
993,tower,41.3888941,-8.4222891,3139374791,,,,,,,,,,,,,,,,,,
994,tower,41.3896877,-8.4023187,3139374793,,,,,,,,,,,,,,,,,,
995,tower,41.3900634,-8.4362012,3139374795,,,,,,,,,,,,,,,,,,
996,tower,41.3906578,-8.4187781,3139374796,,,,,,,,,,,,,,,,,,
997,tower,41.3922883,-8.4153545,3139374798,,,,,,,,,,,,,,,,,,
998,tower,41.3931712,-8.4002688,3139374799,,,,,,,,,,,,,,,,,,
999,tower,41.393663,-8.4125255,3139374802,,,,,,,,,,,,,,,,,,
1000,tower,41.3951033,-8.4095892,3139374806,,,,,,,,,,,,,,,,,,
1001,tower,41.395359,-8.4378407,3139374812,,,,,,,,,,,,,,,,,,
1002,tower,41.3967085,-8.4062906,3139374823,,,,,,,,,,,,,,,,,,
1003,tower,41.3971014,-8.4387062,3139374824,,,,,,,,,,,,,,,,,,
1004,tower,41.3981883,-8.4032297,3139374829,,,,,,,,,,,,,,,,,,
1005,tower,41.3991084,-8.4397966,3139374836,,,,,,,,,,,,,,,,,,
1006,tower,41.2275413,-8.586845,3170147723,,,,,,,,Vermoim - Alfena,,,,,,,,,,
1007,tower,41.3941486,-8.5244984,3209651039,,,,,,,,,,,,,,,,,,
1008,tower,41.39466,-8.5226368,3209651040,,,,,,,,,,,,,,,,,,
1009,tower,41.3963861,-8.5199017,3209651048,,,,,,,,,,,,,,,,,,
1010,tower,41.3943642,-8.5258456,3209651049,,,,,,,,,,,,,,,,,,
1011,tower,41.3957061,-8.5282259,3209651050,,,,,,,,,,,,,,,,,,
1012,tower,41.3970236,-8.5307806,3209651051,,,,,,,,,,,,,,,,,,
1013,tower,41.3997128,-8.5319553,3209651052,,,,,,,,,,,,,,,,,,
1014,tower,41.3973084,-8.5187122,3209651053,,,,,,,,,,,,,,,,,,
1015,tower,41.3964483,-8.5175097,3209651054,,,,,,,,,,,,,,,,,,
1016,tower,41.3986733,-8.5184638,3209651055,,,,,,,,,,,,,,,,,,
1017,tower,41.3953382,-8.5159293,3209651057,,,,,,,,,,,,,,,,,,
1018,tower,41.2113185,-8.6371408,3222784013,,,,,,,,,,,,,,,,,,
1019,tower,41.2123859,-8.6350196,3222784030,,,,,,,,,,,,,,,,,,
1020,tower,41.2068762,-8.6198754,3230561568,,,,,,,,,,,,,,,,,,
1021,tower,41.2088642,-8.6196793,3230561573,,,,,,,,,,,,,,,,,,
1022,tower,41.1928,-8.6571001,3237019993,,,,,,,,,,,,,,,,,,
1023,tower,41.1934246,-8.6568882,3237019996,,,,,,,,,,,,,,,,,,
1024,tower,41.194491,-8.655776,3237019997,,,,,,,,,,,,,,,,,,
1025,tower,41.1849062,-8.6610395,3237088063,,,,,,,,,,,,,,,,,,
1026,tower,41.1851979,-8.6607084,3237088064,,,,,,,,,,,,,,,,,,
1027,tower,41.1865266,-8.6604533,3237088072,,,,,,,,,,,,,,,,,,
1028,tower,41.2471033,-8.6211095,3247594167,,,,,,,,,,,,,,,,,,
1029,tower,41.3845683,-8.5442743,3281334265,,,,,,,,,,,,,,,,,,
1030,tower,41.3813765,-8.5426228,3281334284,,,,,,,,,,,,,,,,,,
1031,tower,41.3837278,-8.5416675,3281334285,,,,,,,,,,,,,,,,,,
1032,tower,41.382638,-8.5418567,3281334287,,,,,,,,,,,,,,,,,,
1033,tower,41.3828535,-8.5418123,3281334288,,,,,,,,,,,,,,,,,,
1034,tower,41.3650226,-8.5460674,3327154250,,,,,,three-level,,,,,,,,,,,,
1035,tower,41.3636919,-8.5467581,3327154252,,,,,,,,,,,,,,,,,,
1036,tower,41.3669811,-8.5448744,3327513529,,,,,,triangle,7,,,,,,,,,,,
1037,tower,41.3491784,-8.6026476,3330626787,,,,,,,,,,,,,,,,,,
1038,tower,41.2246263,-8.6025661,3394632313,,,,,,,,,,,,,,,,,,
1039,tower,41.22536,-8.5425641,3394632315,,,,,,,,,,,,,,,,,,
1040,tower,41.225362,-8.598959,3394632318,,,,,,,,,,,,,,,,,,
1041,tower,41.2265778,-8.5395418,3394632319,,,,,,,,,,,,,,,,,,
1042,tower,41.2266182,-8.535766,3394632320,,,,,,,,,,,,,,,,,,
1043,tower,41.2273002,-8.5377489,3394632321,,,,,,,,,,,,,,,,,,
1044,tower,41.2273205,-8.5441107,3394632322,,,,,,,,,,,,,,,,,,
1045,tower,41.2318126,-8.5472039,3394632324,,,,,,,,,,,,,,,,,,
1046,tower,41.2325193,-8.5490856,3394632325,,,,,,,,,,,,,,,,,,
1047,tower,41.2991497,-8.6951325,3566907293,,,,,,,,,,,,,,,,,,
1048,tower,41.2998193,-8.6646985,3566907306,,,,,,,,,,,,,,,,,,
1049,tower,41.3002828,-8.6931538,3566907324,,,,,,,,,,,,,,,,,,
1050,tower,41.3020403,-8.6903653,3566907410,,,,,,,,,,,,,,,,,,
1051,tower,41.3036363,-8.6690825,3566907693,,,,,,,,,,,,,,,,,,
1052,tower,41.3041792,-8.6870453,3566907716,,,,,,,,,,,,,,,,,,
1053,tower,41.3057387,-8.6714169,3566907782,,,,,,,,,,,,,,,,,,
1054,tower,41.3059405,-8.6746689,3566907994,,,,,,,,,,,,,,,,,,
1055,tower,41.3059774,-8.6761869,3566907998,,,,,,,,,,,,,,,,,,
1056,tower,41.3060251,-8.6841063,3566908002,,,,,,,,,,,,,,,,,,
1057,tower,41.3060882,-8.681308,3566908008,,,,,,,,,,,,,,,,,,
1058,tower,41.3060951,-8.684254,3566908009,,,,,,,,,,,,,,,,,,
1059,tower,41.3077681,-8.6738155,3566908092,,,,,,,,,,,,,,,,,,
1060,tower,41.3085662,-8.6830405,3566908134,,,,,,,,,,,,,,,,,,
1061,tower,41.3098751,-8.6762422,3566908189,,,,,,,,,,,,,,,,,,
1062,tower,41.3113721,-8.6785917,3566908244,,,,,,,,,,,,,,,,,,
1063,tower,41.3130436,-8.6812569,3566908303,,,,,,,,,,,,,,,,,,
1064,tower,41.3133454,-8.6820361,3566908320,,,,,,,,,,,,,,,,,,
1065,tower,41.3137317,-8.6823846,3566908338,,,,,,,,,,,,,,,,,,
1066,tower,41.3153093,-8.6848825,3566908472,,,,,,,,,,,,,,,,,,
1067,tower,41.3166679,-8.6869812,3566908680,,,,,,,,,,,,,,,,,,
1068,tower,41.3183591,-8.6896942,3566908786,,,,,,,,,,,,,,,,,,
1069,tower,41.3219499,-8.6954055,3566909016,,,,,,,,,,,,,,,,,,
1070,tower,41.322855,-8.7161863,3566909051,,,,,,,,,,,,,,,,,,
1071,tower,41.3231176,-8.7129145,3566909055,,,,,,,,,,,,,,,,,,
1072,tower,41.3232703,-8.7150761,3566909057,,,anchor,,,,,,,,,,,,,,,
1073,tower,41.3236978,-8.7107362,3566909068,,,,,,,,,,,,,,,,,,
1074,tower,41.3237594,-8.6981897,3566909070,,,,,,,,,,,,,,,,,,
1075,tower,41.3238848,-8.7109328,3566909073,,,,,,,,,,,,,,,,,,
1076,tower,41.3248138,-8.7093513,3566909090,,,,,,,,,,,,,,,,,,
1077,tower,41.3257559,-8.7014529,3566909101,,,,,,,,,,,,,,,,,,
1078,tower,41.3263822,-8.7074411,3566909104,,,,,,,,,,,,,,,,,,
1079,tower,41.3270464,-8.7065797,3566909107,,,,,,,,,,,,,,,,,,
1080,tower,41.3276168,-8.7043785,3566909108,,,,,,,,,,,,,,,,,,
1081,tower,41.0116278,-8.6310522,3592945322,,,,,,,,,,,,,,,,,,
1082,tower,41.0127227,-8.6293343,3592945323,,,,,,,,,,,,,,,,,,
1083,tower,41.0141781,-8.627095,3592945324,,,,,,,,,,,,,,,,,,
1084,tower,41.0155632,-8.6249462,3592945325,,,,,,,,,,,,,,,,,,
1085,tower,41.0169883,-8.6227433,3592945326,,,,,,,,,,,,,,,,,,
1086,tower,41.0182116,-8.6208481,3592945327,,,,,,,,,,,,,,,,,,
1087,tower,41.0196893,-8.6185773,3592945328,,,,,,,,,,,,,,,,,,
1088,tower,41.0215403,-8.6156899,3592945330,,,,,,,,,,,,,,,,,,
1089,tower,41.0231885,-8.6131404,3592945331,,,,,,,,,,,,,,,,,,
1090,tower,41.0245817,-8.6109813,3592961348,,,,,,,,,,,,,,,,,,
1091,tower,41.0272406,-8.6091989,3592961349,,,,,,,,,,,,,,,,,,
1092,tower,41.0295478,-8.6076587,3592961350,,,,,,,,,,,,,,,,,,
1093,tower,41.0320694,-8.607894,3592961351,,,,,,,,,,,,,,,,,,
1094,tower,41.0343175,-8.6081175,3592961352,,,,,,,,,,,,,,,,,,
1095,tower,41.0366388,-8.6083473,3592961353,,,,,,,,,,,,,,,,,,
1096,tower,41.0390547,-8.608576,3592961354,,,,,,,,,,,,,,,,,,
1097,tower,41.04187,-8.6088403,3592961355,,,,,,,,,,,,,,,,,,
1098,tower,41.0443565,-8.6091574,3592961356,,,,,,,,,,,,,,,,,,
1099,tower,41.0469835,-8.6092204,3592961357,,,,,,,,,,,,,,,,,,
1100,tower,41.0485385,-8.6094598,3592961358,,,,,,,,,,,,,,,,,,
1101,tower,41.0470914,-8.6073596,3593124369,,,,,,,,,,,,,,,,,,
1102,tower,41.0485798,-8.6091303,3593124370,,,,,,,,,,,,,,,,,,
1103,tower,41.0497776,-8.6080331,3593124371,,,,,,,,,,,,,,,,,,
1104,tower,41.0498075,-8.6071846,3593124372,,,,,,,,,,,,,,,,,,
1105,tower,41.0498358,-8.6083146,3593124373,,,,,,,,,,,,,,,,,,
1106,tower,41.0504688,-8.6118298,3593124374,,,,,,,,,,,,,,,,,,
1107,tower,41.0519228,-8.6085887,3593124375,,,,,,,,,,,,,,,,,,
1108,tower,41.0525102,-8.6090093,3593124376,,,,,,,,,,,,,,,,,,
1109,tower,41.0535216,-8.6092319,3593124377,,,,,,,,,,,,,,,,,,
1110,tower,41.0547265,-8.6092775,3593124378,,,,,,,,,,,,,,,,,,
1111,tower,41.055016,-8.6096189,3593124379,,,,,,,,,,,,,,,,,,
1112,tower,41.0574664,-8.6099596,3593124380,,,,,,,,,,,,,,,,,,
1113,tower,41.0576528,-8.6102974,3593124381,,,,,,,,,,,,,,,,,,
1114,tower,41.0595257,-8.6112273,3593124382,,,,,,,,,,,,,,,,,,
1115,tower,41.0596093,-8.6105052,3593124383,,,,,,,,,,,,,,,,,,
1116,tower,41.0620125,-8.611693,3593124384,,,,,,,,,,,,,,,,,,
1117,tower,41.0622076,-8.6111459,3593124385,,,,,,,,,,,,,,,,,,
1118,tower,41.0639431,-8.6115768,3593124386,,,,,,,,,,,,,,,,,,
1119,tower,41.0643951,-8.6121641,3593124387,,,,,,,,,,,,,,,,,,
1120,tower,41.0663061,-8.6121742,3593124388,,,,,,,,,,,,,,,,,,
1121,tower,41.067205,-8.6126704,3593124389,,,,,,,,,,,,,,,,,,
1122,tower,41.0683391,-8.6126759,3593124390,,,,,,,,,,,,,,,,,,
1123,tower,41.0686139,-8.6129243,3593124391,,,,,,,,,,,,,,,,,,
