power lat lon id GSV_status GSV_lat GSV_lon GSV_date GSV_pano_id elev_GSV distance heading fov elev_tower diff_elev pitch X1 X2 X3 X4 Y1 Y2 Y3 Y4
tower 41.0820169 -8.5872516 1319957867 OK 41.0817182417769 -8.58712404459078 2020-07 mxG8Le1Fo1WArtwnG5cOCQ 208.699996948242 36.0480283013911 336.872918269473 86.6888099616876 208.699996948242 0 0 -8.5867224909856 -8.5875321 -8.586591 -8.588017 41.0825041095077 41.0828505 41.0811842 41.0795651
tower 41.0866152 -8.6173029 1320271449 OK 41.0865491517609 -8.61690386322967 2009-06 X-EGDgMp63NCYHYW6fviaw 62.2999992370605 44.8957217207838 279.398341124368 85.5641031710868 62 -0.299999237060547 -0.382852389013934 -8.6167751 -8.61806531319357 -8.61692272528725 -8.61867633400942 41.0868462 41.0873440466917 41.0852657600423 41.0858164145953
tower 41.0845532 -8.6131117 1320272316 OK 41.0837876916128 -8.61308785098287 2020-09 y63MWNyCM3LamjaNkl_gdg 95 85.0126576844711 358.215556857611 80.4644926672283 95 0 0 -8.61125486096982 -8.61427609211703 -8.6116352 -8.6154954 41.0857024589746 41.0848079366005 41.0831467 41.0840148
tower 41.0691088 -8.6099025 1320272813 OK 41.0700408715478 -8.61016130337492 2020-09 tMn4nJ28iU12EmKgDsIaKw 101.900001525879 107.374159462444 164.481903485708 77.6219288818927 102.900001525879 1 0.533593215970381 -8.6083865 -8.60999456992081 -8.60947782338495 -8.6116481 41.0710145 41.0700613184664 41.0668695425574 41.0688447
tower 41.0843714 -8.6134189 1320273524 OK 41.0842371225275 -8.61423257384131 2020-09 5dVz-zStuhF63BZXzvk_pA 83.8000030517578 91.5393761759451 80.6291555707101 79.6348250623799 95 11.1999969482422 6.97556513994182 -8.6112585914625 -8.61378189301379 -8.6116896 -8.61419956344375 41.0857084862709 41.0861238920608 41.0830837 41.0840586612882
tower 41.0774283 -8.6117049 1320274673 OK 41.0773165099458 -8.61200649032786 2020-09 v_Is7UzAzSxZ8XZHJmR9iQ 107 35.7022906303306 69.6618402556217 86.7327596656359 107 0 0 -8.6111046 -8.61205635332183 -8.61038097906058 -8.614615 41.0777711 41.0782497113877 41.0772133676377 41.0770886
tower 41.0762936 -8.6052887 1320281185 OK 41.0770546797479 -8.60533653744475 2020-09 pkDZ8LQaBjXqsNVyv1MMbQ 107.400001525879 84.6465653920928 176.403421922991 80.5110298230391 107.400001525879 0 0 -8.604673 -8.60531537451159 -8.6038096 -8.60543374268382 41.0776839 41.0770430441544 41.0756928 41.0752489169182
tower 41.0780835 -8.6119933 1320288678 OK 41.0782322907912 -8.61202969212922 2020-09 zEBu2u8YN_IDDdB4jhc9Yg 107.400001525879 17.0026083370593 166.256084251435 89.1098379232552 107.400001525879 0 0 -8.6113796 -8.6131492 -8.61030528575351 -8.614615 41.0782907 41.078975 41.0775667418224 41.0770886
tower 41.085475 -8.6151025 1320289736 OK 41.0857272166087 -8.61525851953971 2020-10 WYpxhIfWENzOvqIW_5jWjQ 73.5 32.9195599855794 148.259336740345 87.0864966120026 73.5 0 0 -8.6114238 -8.61588011210979 -8.6141824 -8.6158839 41.0860046 41.0854990212064 41.0852362 41.0853764
tower 41.0962178 -8.6054804 1322615504 OK 41.0961599 -8.6050907 2020-09 9E5PfZFKkfHGlzm54O6GfQ 134 43.7315348290493 278.450945492766 85.7120930302056 133.699996948242 -0.300003051757812 -0.393049069480272 -8.6039597 -8.6082789 -8.60422849649576 -8.60556187465894 41.096929 41.0971117 41.0958793458851 41.0957295455485
tower 41.1140138 -8.6031968 1322617451 OK 41.114281 -8.6029666 2020-07 qd5KAettTJo6JuMCg23kUQ 184.699996948242 39.1482192379873 220.745784863731 86.2947178934762 184.699996948242 0 0 -8.6031489 -8.60370760579604 -8.60254885769098 -8.60434744836048 41.114954 41.1146254899407 41.1131595226644 41.1134669031598
tower 41.1111738 -8.603581 1322617809 OK 41.1110461230126 -8.60411301570588 2020-07 DnZk_grzb-_AMlLmaDJx6g 150.300003051758 60.7305056372463 76.5049573331132 83.5512069105195 159.100006103516 8.80000305175781 8.24491673467273 -8.60313676120861 -8.6059738 -8.6027624 -8.6039992 41.1117897508742 41.1115324 41.1106364 41.110738
tower 41.1009264 -8.6033657 1322618895 OK 41.1006353239139 -8.604025846752 2020-09 r2ILSp4xAkxUAhjRsE4mYw 165.800003051758 80.0831747034732 66.2060544386691 81.091121859728 175.5 9.69999694824219 6.90625295999598 -8.60284297202918 -8.6047144 -8.6027468 -8.6039353456668 41.102082395827 41.1015163 41.0999595 41.1004667542366
tower 41.1127673 -8.6032331 1322623612 OK 41.1125888593069 -8.6038248996838 2020-07 sRbArbqo34kUD0S1NjHN3w 168.199996948242 68.6109260351062 73.220779375371 82.5494585548594 178.300003051758 10.1000061035156 8.37419408350647 -8.60290782348019 -8.6036217 -8.60275297798382 -8.60378209275065 41.1131993756438 41.1137105 41.1119419167098 41.1124435008777
tower 41.1110518 -8.6032029 1322629656 OK 41.1107079 -8.602707 2020-07 KrCVRsWTvGeIReR3bS3LRg 166.300003051758 66.9859038186702 304.740789347304 82.7560291755928 159.100006103516 -7.19999694824219 -6.13489815977433 -8.60282593206815 -8.6059738 -8.60272652806016 -8.60360340992454 41.1115604916489 41.1115324 41.1106826970743 41.1104521088663
tower 41.1029308 -8.6044435 1322648933 OK 41.1022579747288 -8.60420705981646 2019-09 FDBDFcjelJGCeEMuozBVog 148.300003051758 79.1608082802907 340.637813562173 81.2083718287766 127.099998474121 -21.2000045776367 -14.9925240627961 -8.6040852 -8.6050488 -8.60433864568349 -8.6048747 41.1035088 41.104613 41.102228062713 41.1019585
tower 41.1048246 -8.6022765 1322654166 OK 41.1048995274538 -8.60243387184807 2019-09 bZ0ozyTu6wczo5m7LY0WbQ 136.199996948242 19.3471509481466 115.459925602486 88.8118028455746 136.199996948242 0 0 -8.60169486449108 -8.6023111 -8.6005484 -8.60272929133416 41.1053776020353 41.1054178 41.1041431 41.1044590937423
tower 41.1055772 -8.6047159 1322654329 OK 41.1055382 -8.6053312 2018-06 qbXu-KIhhowYnlg2tP8pvQ 129.300003051758 68.4353565336969 86.3732322734093 82.5717767118182 129.300003051758 0 0 -8.60402716385207 -8.60510111857158 -8.603416 -8.60473788117612 41.1060146047751 41.1061118912265 41.1043997 41.1046059632385
tower 41.1184237 -8.6031065 1322681572 OK 41.1182304958379 -8.60278227160036 2020-07 uYgnLVa2DQKHmsfm6iNKhQ 130.900009155273 41.89450920469 300.790252321176 85.945613236692 128.800003051758 -2.10000610351562 -2.86960908575342 -8.60289434533373 -8.60313567962625 -8.60286031783117 -8.6035979 41.1189287636933 41.1200725543735 41.1179427744297 41.1175604
tower 41.108464 -8.6028035 1322688154 OK 41.1085257 -8.6026367 2020-07 plusU7I4BfBWj6Htw5RhTQ 151.800003051758 19.7408842440636 249.700360636518 88.7617520028733 151.800003051758 0 0 -8.60276564499711 -8.6033691 -8.6025093 -8.60282590886853 41.1090025734503 41.1096898 41.1080263 41.1079364065844
tower 41.1067786 -8.6061439 1322689592 OK 41.1070153636684 -8.60693287638008 2015-03 zM0tvB6mYFk5wd2Manrcyw 130.5 91.4346801867108 106.703958070994 79.6481338745707 130.900009155273 0.400009155273438 0.250656426035881 -8.60584803265937 -8.6068122 -8.60547138362894 -8.606907 41.1074268691775 41.1069568 41.1058451335738 41.1059278
tower 41.1126103 -8.6017753 1322696581 OK 41.1125321531213 -8.60176787202218 2019-09 FPyzU8UxlNkWZ0mr7BqxKg 185.800003051758 8.71340066311584 354.570263329221 90 185.800003051758 0 0 -8.6013627906934 -8.60232223702583 -8.6002591 -8.60264992227193 41.1131877547446 41.1133314072632 41.1121424 41.1114300589024
tower 41.1087558 -8.6062806 1322699391 OK 41.1087583 -8.6063652 2019-10 QsKvxEFs5WSVNxEQ0xpmsA 122.599998474121 9.39469928268657 91.6926451060955 90 122.599998474121 0 0 -8.60581979393644 -8.606758 -8.6053754 -8.6068191 41.1092344927618 41.1091576 41.1085051 41.1085443
tower 41.1160567 -8.5516062 1324680873 OK 41.1161509 -8.5517952 2020-10 TPOg284u6uI1RkBAN8n3CQ 69 23.4403617602239 116.492248446446 88.2914794372597 69 0 0 -8.5514716 -8.5518397 -8.55124261608551 -8.5524713 41.1170071 41.1175946 41.1155446833654 41.1150228
tower 41.1045964 -8.6092127 1328040782 OK 41.1042135 -8.6090108 2020-07 ngxZ76n8rXkpq5-W4Uh8Iw 126 48.0485165472999 332.197689700424 85.1633241677161 125.099998474121 -0.900001525878906 -1.07308743775973 -8.6084613 -8.6095784 -8.6074421 -8.60997358044243 41.1057816 41.1055166 41.1035199 41.1043362460252
tower 41.0978599 -8.6083024 1328041827 OK 41.0978705206927 -8.60868066847479 2020-09 6_3Qh_ELvwSvLXXPmu6slg 110.800003051758 42.0043474605389 91.6082784507389 85.9316507465417 110.800003051758 0 0 -8.6055957 -8.6105044 -8.6082789 -8.6101285 41.0997834 41.0981839 41.0971117 41.0976879
tower 41.1020983 -8.6056587 1328042669 OK 41.1016621236045 -8.60578882251902 2015-03 lOps6E7hQFTjC8TBVEjeNg 132.699996948242 50.5241125238521 16.6111810513128 84.8486297639171 126 -6.69999694824219 -7.55391322511219 -8.603456 -8.6072999 -8.6048747 -8.6057638 41.1023596 41.1024518 41.1019585 41.1016028
tower 41.108387 -8.6109589 1328043213 OK 41.1082852453699 -8.61001357212667 2019-09 g4wXe2AIRm4HiPmh6kwM6A 112.200004577637 105.537524731624 276.143635298048 77.8553993985223 104.200004577637 -8 -4.33486881948831 -8.6105908 -8.6116579028758 -8.61002806739525 -8.61266 41.1092874 41.1090447791162 41.1082666509347 41.1079196
